ID;Name;Latitude / Longitude;Adresse;Storetype;;;
4580840125;None;6.775474/51.212133;Elisabethstraﬂe 54a;convenience;;;
281247316;None;6.801668/51.210706;None None;kiosk;;;
2930886883;nimm blumen mit;6.782426/51.212002;Corneliusstraﬂe 91;florist;;;
6775550063;Poseidon;6.794768/51.215535;None None;seafood;;;
4581523291;Gartenland Schneider;6.872224/51.177006;Hasselsstraﬂe 91;florist;;;
1450532321;Terbuyken;6.814914/51.228888;None None;bakery;;;
1583733503;None;6.793683/51.226909;Kˆlner Straﬂe 26;convenience;;;
3456911309;Hˆrger‰te IBA;6.777716/51.207828;Brunnenstraﬂe 2a;hearing_aids;;;
6786001886;Swapfiets;6.772829/51.228791;None None;bicycle;;;
1133007239;Kiosk;6.876411/51.153651;None None;kiosk;;;
281248452;Hair Design;6.802272/51.215666;None None;hairdresser;;;
3457314796;Matratzen Concord;6.781287/51.235843;None None;bed;;;
1583793273;Asia Markt;6.793587/51.226337;Kˆlner Straﬂe 41b;supermarket;;;
2930919501;COMSTU Computer Service Studio;6.780871/51.210640;Bilker Allee 227;computer;;;
281253052;None;6.802279/51.217180;None None;hairdresser;;;
1140897593;Daorung Asia Shop;6.855195/51.177678;Henkelstraﬂe 259;supermarket;;;
1450537596;Penny;6.815150/51.229073;None None;supermarket;;;
2930999902;None;6.787031/51.211010;Oberbilker Allee 45;lottery;;;
4593693591;Tesla;6.780249/51.226641;None None;car;;;
281315680;BET 3000;6.801163/51.214774;None None;bookmaker;;;
1583793456;Tak Supermarkt;6.793679/51.226216;Kˆlner Straﬂe 41a;supermarket;;;
3457314797;Q-Lounge;6.781780/51.235516;None None;hairdresser;;;
6797547893;Douglas;6.774801/51.225282;Flinger Straﬂe 33;perfumery;;;
1140922499;T & J Computer Service;6.865906/51.217981;Glash¸ttenstraﬂe 31;computer;;;
1480576192;None;6.801545/51.247205;None None;copyshop;;;
3457314897;Ioanna Dey;6.781738/51.235583;None None;beauty;;;
281319220;Handy Shop;6.804236/51.215573;None None;mobile_phone;;;
1487287372;paintball.de;6.814850/51.213193;Langenberger Straﬂe 9;clothes;;;
6800395528;None;6.812128/51.227069;None None;kiosk;;;
281319222;None;6.804204/51.215609;None None;organic;;;
2930999903;Druckerei Meuwsen;6.786730/51.211003;Oberbilker Allee 41;yes;;;
4598279436;Kyoto;6.788719/51.223652;None None;interior_decoration;;;
1142038590;Netto Marken-Discount;6.782966/51.213065;Corneliusstraﬂe 76;supermarket;;;
1583953877;Rewe;6.787767/51.244951;None None;supermarket;;;
1587316143;None;6.795144/51.248726;Buddestraﬂe 2;kiosk;;;
3457318694;Nobelbetten;6.781513/51.235686;None None;furniture;;;
4598279440;Reinigung;6.787959/51.223435;Immermannstraﬂe 33;dry_cleaning;;;
3457318894;Claudia Zimmer;6.782885/51.234797;None None;beauty;;;
6828655326;Media @ Home Nemetz;6.785966/51.221775;Oststraﬂe 112;electronics;;;
1171650097;Alnatura;6.791481/51.220374;Konrad-Adenauer-Platz 11;supermarket;;;
1487522678;Luomo;6.798161/51.221532;None None;hairdresser;;;
6833670058;Lille & Bolle;6.810002/51.229329;None None;clothes;;;
282573440;Penny;6.765664/51.211320;None None;supermarket;;;
1587407281;None;6.797297/51.247955;None None;kiosk;;;
2930999904;None;6.785972/51.210992;Oberbilker Allee 31;hairdresser;;;
1171650100;None;6.791599/51.220989;Friedrich-Ebert-Straﬂe 54;vacant;;;
1487925943;Petra Thiessies & Karin Stern;6.867598/51.165648;None None;hairdresser;;;
3457683034;None;6.776648/51.215122;None None;vacant;;;
2930999905;S¸ndenherz;6.786127/51.210994;Oberbilker Allee 33;gift;;;
4598279573;Takagi;6.787827/51.223498;Immermannstraﬂe 31;books;;;
6833670059;None;6.811288/51.226747;None None;kiosk;;;
287880242;Magno;6.776192/51.210615;Bilker Allee 167;bicycle;;;
1487929739;Autowerkstatt;6.865417/51.173281;None None;car_repair;;;
1587532836;Fashion Lounge;6.802198/51.239217;Brehmstraﬂe 2;clothes;;;
1489775298;B‰ckerei Wolff;6.744899/51.273857;Niederrheinstraﬂe 75a;bakery;;;
1171650109;Back Factory;6.791747/51.220611;Konrad-Adenauer-Platz 10;bakery;;;
3458135871;PENNY Markt Bilker Corner;6.771547/51.204470;Suitbertusstraﬂe 89;supermarket;;;
4625129292;Hillebrand;6.780590/51.238280;Parkstraﬂe 10;doityourself;;;
2930999907;Traumkleid;6.786892/51.211250;Oberbilker Allee 40;clothes;;;
6838770569;mkHaarstil;6.778308/51.215756;None None;hairdresser;;;
1587532899;Fast Clean 24;6.802584/51.237934;Herderstraﬂe 79;dry_cleaning;;;
3458870398;Parf¸merie Becker;6.779690/51.237793;Nordstraﬂe 51;beauty;;;
6838770592;Claudete Rose;6.779087/51.216027;None None;beauty;;;
287880244;Rad ab;6.776870/51.211287;Friedrichstraﬂe 116;bicycle;;;
1493740193;The Record-Store;6.805411/51.257392;None None;records;;;
4627856954;Fotostudio zur Alten Metzgerei;6.775081/51.212671;Elisabethstraﬂe 79;photo_studio;;;
1175997554;None;6.754959/51.234940;None None;kiosk;;;
1587532921;De Ruiter;6.802062/51.237357;Herderstraﬂe 71a;furniture;;;
2934095336;Wildcat Store D¸sseldorf;6.782442/51.212243;Corneliusstraﬂe 85;tattoo;;;
4629930609;Atipat Thai Massage;6.777276/51.212307;Kirchfeldstraﬂe 69;massage;;;
6838770593;Ariana Lapis;6.779281/51.216072;None None;jewelry;;;
3458870399;Tabac & Co;6.779303/51.237717;Nordstraﬂe 44;kiosk;;;
289657274;Getr‰nke Tempel;6.832937/51.202802;Bensheimer Straﬂe 5;beverages;;;
1499760937;Al Karama;6.896857/51.150278;None None;convenience;;;
1587533141;Kiki-Outlet;6.802433/51.237768;Herderstraﬂe 77;clothes;;;
290348321;Stehcafe (Trinkhalle);6.772236/51.204334;Suitbertusstraﬂe 99;kiosk;;;
1190109901;Supermarkt am Schloﬂ;6.864745/51.162337;Sophienstraﬂe 19;convenience;;;
2934116256;American & British Foods;6.782443/51.214752;Corneliusstraﬂe 45;vacant;;;
6838770597;Hair Kingdom;6.779137/51.217288;Luisenstraﬂe 23;hairdresser;;;
1194422993;Hair & Make-up Studio;6.782284/51.216952;Corneliusstraﬂe 1;beauty;;;
1500431971;Aldi;6.772859/51.203371;Aachener Straﬂe 70a;supermarket;;;
3458892355;City Kiosk;6.775492/51.214397;Elisabethstraﬂe 50;kiosk;;;
4633304773;Brillen Lager Verkauf;6.775652/51.214103;F¸rstenwall 142;optician;;;
6838770598;ƒnderungsschneiderei Mert;6.778935/51.217283;Luisenstraﬂe 23;tailor;;;
298267681;B‰ckerei & Konditorei Schrage;6.838152/51.208579;Richardstraﬂe 88;bakery;;;
1587533178;max your hairstyle;6.802157/51.239340;Brehmstraﬂe 3;hairdresser;;;
4640011692;Jenna Brommer;6.778511/51.212124;Talstraﬂe 81;jewelry;;;
1500500294;gartenfrische;6.772583/51.204506;None None;greengrocer;;;
2934123057;B‰ckerei / Caf√©;6.782434/51.213759;None None;bakery;;;
1194423779;Prestige;6.782286/51.217011;Corneliusstraﬂe 1;hairdresser;;;
1587533259;Orientteppiche am Zoo;6.801897/51.239986;Brehmstraﬂe 9;furniture;;;
3461068279;Die kleine Ausziet;6.780067/51.202564;Kopernikusstraﬂe 92;massage;;;
1587533535;Renate Markl;6.802179/51.239262;Brehmstraﬂe 2;clothes;;;
6838770599;Konditorei Sternke;6.779245/51.218414;Kˆnigsallee 102;pastry;;;
298269103;Barr√©;6.837148/51.208975;Schlesische Straﬂe 82;pastry;;;
1500525768;Mpur;6.773940/51.205264;None None;hairdresser;;;
2934215862;None;6.782540/51.208511;None None;kiosk;;;
1194635379;Rewe;6.865012/51.255291;Blanckertzstraﬂe 2;supermarket;;;
4640034231;Roland Herrenschuhe;6.777143/51.218656;None None;shoes;;;
3461068281;ƒnderungs Schneiderei;6.780721/51.201631;Himmelgeister Straﬂe 43;tailor;;;
1194645498;Sch¸tzenhaus;6.908862/51.257792;None None;convenience;;;
1501471732;Knopf;6.776295/51.207384;Aachener Straﬂe 5;hifi;;;
1587533545;Haarwerk;6.802028/51.237309;Herderstraﬂe 71a;hairdresser;;;
2934752953;ƒnderungsschneiderei;6.784149/51.212453;Kirchfeldstraﬂe 120;tailor;;;
1195460569;Atelier Poetica;6.823364/51.263976;None None;artwork;;;
4654184134;Sixt - D¸sseldorf City Truck Center;6.821453/51.255743;Rather Broich 139;rental;;;
6838770600;Abbasi Manufaktur;6.779255/51.218462;Kˆnigsallee 102;carpet;;;
298274074;Center Shop;6.838503/51.201357;Gumbertstraﬂe 129;supermarket;;;
1587533616;Stil + Mode JOJO;6.802382/51.237708;Herderstraﬂe 77;clothes;;;
1501490521;Bilker Gartencenter;6.765235/51.201100;None None;garden_centre;;;
3461068282;NRW - Garage;6.780765/51.201490;Himmelgeister Straﬂe 45;car;;;
1501785136;None;6.776609/51.205137;None None;kiosk;;;
298276763;Eller Schlosshof;6.846422/51.194516;None None;convenience;;;
1200797190;Computer & Copy Shop am Schloﬂpark;6.866501/51.162384;Schloﬂparkstraﬂe 1;computer;;;
2934752954;AfricanWorld Touristic;6.784062/51.211895;Keplerstraﬂe 1;travel_agency;;;
300707398;Busch's Backstube;6.836972/51.202273;None None;bakery;;;
1211186170;B‰ckerei Pass;6.865415/51.163410;Benrodestraﬂe 43;bakery;;;
1587571052;None;6.801380/51.239081;Weseler Straﬂe 59;tailor;;;
2938917519;Love & Flowers;6.779482/51.272909;None None;florist;;;
1503130910;Granderath;6.796568/51.229145;Worringer Straﬂe 8;hifi;;;
4660338644;ALDI Mˆrsenbroich;6.802634/51.256638;Vogelsanger Weg 33;supermarket;;;
4691361812;B‰ckerei Pass;6.881901/51.164364;Paulsm¸hlenstraﬂe 41;bakery;;;
3461068284;Kopier-Center-S¸d;6.781066/51.200879;Himmelgeister Straﬂe 63-65;copyshop;;;
6864912566;Hyundai;6.820036/51.220541;None None;car;;;
300707419;Terbuyken;6.836861/51.201862;Gumbertstraﬂe 114;bakery;;;
1587571089;Kosmetikinstitut Mondi;6.801240/51.239156;Weseler Straﬂe 57;beauty;;;
3465407252;Woolrich;6.775450/51.224884;Kasernenstraﬂe 1;clothes;;;
1214878423;None;6.802078/51.233614;None None;convenience;;;
1503537394;Josal Hairdesign;6.773036/51.204099;Aachener Straﬂe 62;hairdresser;;;
2939162450;kio;6.780416/51.202292;None None;kiosk;;;
4693804828;Stern Immobilien;6.767599/51.213279;D¸sselstraﬂe 52;estate_agent;;;
6875375504;Reinigung ƒnderungsschneiderei;6.813303/51.262481;Westfalenstraﬂe 27;dry_cleaning;;;
1216645113;Bongiovanni Friseursalon;6.865568/51.163408;Benrodestraﬂe 41;hairdresser;;;
2941864474;Trinkhalle;6.780194/51.210771;None None;kiosk;;;
3465407254;Altstadt Lounge;6.775447/51.224793;Kasernenstraﬂe 1;beauty;;;
1504228363;SuperBioMarkt;6.772982/51.204481;Aachener Straﬂe 57;supermarket;;;
1587571947;Moderne Schuhreparatur;6.801433/51.239047;Weseler Straﬂe 61;shoes;;;
6875375507;ƒnderungsschneiderei Javersek / DHL Paketshop;6.804755/51.264296;Rather Kreuzweg 66;dry_cleaning;;;
301166999;Kamps;6.753825/51.259983;None None;bakery;;;
1216645130;None;6.865779/51.163444;Benrodestraﬂe 39;vacant;;;
4693805594;The bird who told;6.767691/51.213252;D¸sselstraﬂe 52;interior_decoration;;;
1504876123;B‰ckerei Peter L¸ck;6.783651/51.231470;Gartenstraﬂe 27a;bakery;;;
3465409734;Lottusse;6.775455/51.224499;Kasernenstraﬂe 1;clothes;;;
2949545933;Hˆr-Studio Brodbeck;6.762025/51.252240;Kaiserswerther Straﬂe 281;hearing_aids;;;
1917441160;Schuhe M¸ckler;6.896165/51.204318;Am Pfaffenbusch 2;shoes;;;
3909553010;Ellen Samtlebe;6.750213/51.230288;Sonderburgstraﬂe 10;hairdresser;;;
4796996318;LIDL Rath;6.799413/51.266313;Marler Straﬂe 4;supermarket;;;
5414392176;B‰ckerei Puppe;6.780423/51.244095;Roﬂstraﬂe 36;bakery;;;
1587586294;Antik & more;6.801868/51.240065;Brehmstraﬂe 9;furniture;;;
2949554233;B‰ckerei Stehkcafe H¸neneyer;6.762143/51.252191;Kaiserswerther Straﬂe 281;bakery;;;
1587586320;None;6.801908/51.240679;Brehmstraﬂe 16;kiosk;;;
3910376924;Maruyasu;6.750255/51.231349;Luegallee 95;deli;;;
1917441161;MP Edelmetalle;6.887488/51.204611;Gerresheimer Landstraﬂe 173;jewelry;;;
4796999262;A.T.U;6.800449/51.265765;Rather Kreuzweg 111;car_repair;;;
5423271721;Flinse & Co;6.808673/51.228949;Lindenstraﬂe 165;convenience;;;
1587586343;None;6.801820/51.240308;Brehmstraﬂe 11;clothes;;;
3910381258;None;6.751104/51.230452;None None;kiosk;;;
4797003850;Netto Rath;6.801796/51.265091;Rather Kreuzweg 91;supermarket;;;
1935056394;Weinhaus Machmer;6.777146/51.205693;Merowingerstraﬂe 28;alcohol;;;
2949573433;Kamps;6.763229/51.250998;Kaiserswerther Straﬂe 270;bakery;;;
4797005897;Fressnapf Rath;6.812235/51.263706;In den Diken 9;pet;;;
5427745176;Marlies Zanders;6.782749/51.243194;Collenbachstraﬂe 35;hairdresser;;;
3910382560;None;6.750923/51.230227;None None;dry_cleaning;;;
1587586415;H¸bsch am Zoo;6.801862/51.240859;Brehmstraﬂe 18;electronics;;;
1938018710;Metzgerei Friedel Meyer;6.851059/51.238079;Benderstraﬂe 90;butcher;;;
2949581333;None;6.763086/51.251465;Kaiserswerther Straﬂe 261;hairdresser;;;
3911285571;Heinz Hoppe Zeitschriften, Schreibwaren, Spielwaren;6.756469/51.231722;None None;stationery;toys;magazines;newspapers
4797013861;ALDI Rath;6.813259/51.264995;Bochumer Straﬂe 41;supermarket;;;
5427754141;RiField;6.782780/51.243302;None None;clothes;;;
1587586425;Barba e Capelli;6.801848/51.240171;Brehmstraﬂe 9;hairdresser;;;
2950032844;Reiseb¸ro Stockum;6.754992/51.260134;Am Hain 2;travel_agency;;;
1587586434;Kosmetiksalon Lilly;6.801903/51.239932;Brehmstraﬂe 9;beauty;;;
1985539271;Simon's Brotkˆrbchen;6.819350/51.263324;Westfalenstraﬂe 91;bakery;;;
3912109662;Kamps;6.823964/51.239885;Grafenberger Allee 360;bakery;;;
2950075761;B‰ckerei Puppe;6.755077/51.259680;Kaiserswerther Straﬂe 411;bakery;;;
4797026859;Penny;6.822255/51.264491;Oberrather Straﬂe 8;supermarket;;;
5427767536;In the Pink;6.782841/51.243491;Collenbachstraﬂe 41;cosmetics;;;
4797031655;K¸chen Aktuell;6.813578/51.271894;Theodorstraﬂe 283;kitchen;;;
1587586470;Natasias;6.801837/51.240600;Brehmstraﬂe 16;dry_cleaning;;;
2002387167;Kiosk - Post/DHL;6.781412/51.236405;Duisburger Straﬂe 32-36;kiosk;;;
3912149457;Reiseb¸ro Vera Greven;6.822473/51.238723;Simrockstraﬂe 100;travel_agency;;;
2950076598;Metzgerei Brosi;6.755104/51.259614;Kaiserswerther Straﬂe 411;butcher;;;
5427772282;Filz;6.782672/51.243028;Collenbachstraﬂe 31;interior_decoration;;;
1587586501;Natasias;6.801914/51.240617;Brehmstraﬂe 16;tailor;;;
3912163857;Buchhandlung Schulz & Schultz;6.823847/51.240304;Geibelstraﬂe 76;books;;;
5427772283;Goldschmiede Atelier Lisa Ueno;6.782702/51.243111;Collenbachstraﬂe 33;jewelry;;;
4797041018;Dehner Garten-Center;6.808157/51.277535;Am H¸lserhof 51;garden_centre;;;
1587586531;Zierfischeparadies am Zoo;6.801876/51.240775;Brehmstraﬂe 17;pet;;;
2018073111;Zeeman;6.775725/51.214103;F¸rstenwall 142;clothes;;;
2950082521;Brauckhoff Getr‰nkefachgrosshandel GmbH & Co. KG;6.741949/51.278441;Niederrheinstraﬂe 141;beverages;;;
3912336159;Hautzeit Kosmetikinstitut;6.822339/51.238777;Simrockstraﬂe 100;beauty;;;
4797070541;Bauhaus;6.857260/51.224189;Nach den Maureskˆthen 137;garden_centre;;;
5427773804;Schmuckdesign Babette Bauer;6.782653/51.242980;Collenbachstraﬂe 31;jewelry;;;
2952531733;Trinkhalle;6.759335/51.252830;Kaiserswerther Straﬂe 300;kiosk;;;
2018960466;De Wolky Shop;6.792609/51.228585;Am Wehrhahn 53;shoes;;;
3912394660;B‰ckerei Terbuyken;6.826870/51.241178;Grafenberger Allee 407;bakery;;;
5433602382;Carouge Couture;6.782632/51.244048;Collenbachstraﬂe 62;tailor;;;
1588487631;Oliver's Hair;6.770766/51.225012;None None;hairdresser;;;
4797070542;Bauhaus;6.855769/51.223953;Nach den Maureskˆthen 137;doityourself;;;
1589771038;Jasper - Italienische K¸chen;6.771602/51.219259;Haroldstraﬂe 14;kitchen;;;
2952733518;Blumen Matthiessen;6.783935/51.274667;None None;florist;;;
2019077186;Holzberg;6.796522/51.223861;None None;clothes;;;
4797318443;Sunrise Beauty Center;6.849791/51.238419;Benderstraﬂe 102;beauty;;;
5433707128;pro aurum;6.781983/51.217192;Luisenstraﬂe 55;jewelry;;;
3912462759;Mr. Fix Reinigung Hr. Arapour;6.822980/51.239078;Grafenberger Allee 348;dry_cleaning;;;
2020181475;None;6.831601/51.173607;None None;kiosk;;;
2952736943;Vision Hair & Kosmetik;6.784439/51.274871;None None;hairdresser;;;
1589809554;Snoepjes Bonbon Manufaktur;6.813711/51.229791;None None;confectionery;;;
3912987668;Blumen Yamamoto;6.823466/51.239605;Gehrtsstraﬂe 16;florist;;;
1590371652;None;6.790070/51.234496;None None;deli;;;
2952773677;HS British Antiques;6.784631/51.276089;None None;antiques;;;
4797344504;SuperBioMarkt;6.855680/51.237385;Benderstraﬂe 43;supermarket;;;
5462447721;kamm&Schere;6.820109/51.185711;Kˆlner Landstraﬂe 228;hairdresser;;;
2023164887;None;6.779329/51.210572;None None;hairdresser;;;
2952794474;Musik Kunz;6.787215/51.275069;None None;musical_instrument;;;
4797347493;Hillesheim Behr;6.856715/51.237327;Dornaper Straﬂe 1;chemist;;;
2952801904;First Lady;6.787468/51.274978;None None;beauty;;;
5462472621;None;6.822213/51.183960;Werstener Feld 3;bakery;;;
1591395459;None;6.787289/51.219384;None None;variety_store;;;
3913063057;B 2 Optic;6.824155/51.240153;Grafenberger Allee 368;optician;;;
1592861441;Coffee Beans;6.809227/51.231629;None None;kiosk;;;
2023176271;Rank;6.776862/51.211651;Friedrichstraﬂe 104;optician;;;
3913413548;Jack Wolfskin;6.773647/51.208155;Friedrichstraﬂe 129-133;outdoor;;;
2023180145;Bandone√≥n;6.776886/51.211566;Friedrichstraﬂe 106;shoes;;;
2952852189;Beckers Raum Ausstattung;6.781950/51.274063;None None;interior_decoration;;;
4797358509;Zeeman;6.858552/51.237371;Am Poth 1;clothes;;;
5464171273;Steinberg;6.721347/51.237670;Schiessstraﬂe 30;bathroom_furnishing;;;
2956022794;Penny Garath;6.899058/51.144540;None None;supermarket;;;
5464527763;None;6.786869/51.214237;Helmholtzstraﬂe 36;kiosk;;;
1592861472;Wikel;6.809662/51.230899;None None;greengrocer;;;
2959698356;Fahrrad M¸ller;6.765865/51.211017;Bilker Allee 33;bicycle;;;
3916457920;B‰cker Wolf;6.763253/51.211270;None None;bakery;;;
1593480584;Wellness Oase;6.872816/51.177237;Hasselsstraﬂe 108;beauty;;;
4798397895;B‰ckerei Glomm;6.860600/51.241912;Dernbuschweg 4a;bakery;;;
2045496049;LTB;6.757372/51.214913;Wupperstraﬂe 3;clothes;;;
3916457921;Manfred Wilky;6.763202/51.211227;None None;newsagent;;;
1596480265;Hafenkiosk;6.752820/51.212857;Gladbacher Straﬂe 95;kiosk;;;
2045589138;Gay Sex World;6.788920/51.221188;None None;video;;;
2967515335;REWE City;6.829041/51.209007;Reisholzer Straﬂe 13;supermarket;;;
3916457922;U-Bilk Dini;6.763634/51.211273;None None;kiosk;;;
4798412695;Kfz-Technik Holste;6.858926/51.241621;Schwarzbachstraﬂe 47;car_repair;;;
5483525896;Aldi;6.780235/51.262626;An der Piwipp 86;supermarket;;;
2967515341;K¸chen Hahn;6.829380/51.208727;None None;kitchen;;;
4798436095;Sport-Stars;6.862239/51.236004;Alter Markt 15;sports;;;
2045589142;book & xxx;6.788781/51.221237;Bismarckstraﬂe 80;erotic;;;
1598277996;Jacques' Wein-Depot;6.803387/51.250344;None None;wine;;;
3917007554;SuperBioMarkt;6.744684/51.232428;Theo-Champion-Straﬂe 9;supermarket;;;
5483525901;Rewe;6.777363/51.261814;Ulmenstraﬂe 299;supermarket;;;
3923385895;Hobby + Spiel M¸ller;6.849081/51.238870;Benderstraﬂe 111;toys;;;
2967515381;Sa√ß Motion;6.828933/51.209440;None None;hairdresser;;;
5483541161;Friedhofsg‰rtnerei Breininger;6.779245/51.257338;Ulmenstraﬂe 206;florist;;;
2055143445;Lagerplatz H¸ttemann Holzfachzentrum GmbH;6.811982/51.209885;None None;doityourself;;;
2969321399;Continent;6.811512/51.260889;M¸nsterstraﬂe 497;supermarket;;;
4798436096;Antik;6.862080/51.236520;Gerricusplatz 12;decoration;;;
1599609518;KiK;6.783168/51.211143;Morsestraﬂe 20;clothes;;;
2072714743;Schlesier;6.818892/51.186646;Kˆlner Landstraﬂe 205;deli;;;
3923385896;Hobby + Spiel M¸ller;6.894946/51.204386;Gerresheimer Landstraﬂe 125;toys;;;
2969322765;Siemes Schuh Center;6.810020/51.261372;M¸nsterstraﬂe 519;shoes;;;
4798456039;Kfz-Technik Akif Cinsoy;6.862666/51.234851;Am Pesch 15;car_repair;;;
1599931800;am Rondell;6.815425/51.243023;None None;kiosk;;;
5483579516;Rewe;6.819895/51.247047;Zur alten Kaserne 2;supermarket;;;
3925358143;None;6.746869/51.231150;None None;kiosk;;;
5483597955;Gottfried Schultz;6.845605/51.168981;Prof.-Oehler-Straﬂe 13;car;;;
4798456040;Bestattungen Vogt & Kamp;6.863100/51.235119;Am Pesch 23a;funeral_directors;;;
1600213716;Eissport Kasper;6.802190/51.242128;Brehmstraﬂe 27;sports;;;
2072714744;kik;6.818677/51.187027;Kˆlner Landstraﬂe 197;clothes;;;
2972717953;Manni's Salon;6.831395/51.207565;None None;hairdresser;;;
3925369634;None;6.746792/51.231106;None None;bakery;;;
2972717955;Schuhklinik;6.831176/51.207652;Reisholzer Straﬂe 32;locksmith;shoes;;
4798456041;Bestattungen Vogt & Kamp;6.862785/51.234960;Am Pesch 19;funeral_directors;;;
5483602917;Autovertrieb Gerstmann;6.849288/51.167489;Prof.-Oehler-Straﬂe 1;car;;;
2083085725;Rewe City;6.765620/51.276845;Terminal Ring 1;supermarket;;;
659972440;Haarmoden Michael;6.851776/51.215596;None None;hairdresser;;;
4704852576;Autohaus Yvel;6.891958/51.147301;Schuchardstraﬂe 1;car;;;
660199060;Optik Holthaus;6.859928/51.236726;None None;optician;;;
4704966529;B‰ckerei Schneider (im Netto);6.819787/51.203665;Wormser Weg 3a;bakery;;;
660199070;Haartr‰ume;6.859943/51.236635;None None;hairdresser;;;
660199084;Geers Hˆrakustik;6.860490/51.237023;None None;hearing_aids;;;
660199085;TAX Fashion;6.860766/51.237034;None None;clothes;;;
4715561784;DB Lounge;6.796231/51.218529;Heinz-Schmˆle-Straﬂe 12;travel_agency;;;
4716156689;Dorothee Schumacher store;6.777880/51.224299;Trinkausstraﬂe 7;clothes;;;
660199086;Lecker L‰dchen;6.860680/51.237028;None None;confectionery;;;
660199087;Tabakwaren Degen;6.860600/51.237022;None None;kiosk;;;
4719159638;Action;6.719797/51.233312;None None;variety_store;;;
4726846926;Galerie der Braut;6.778664/51.234625;Kaiserstraﬂe 14;clothes;;;
660199090;Hˆrger‰te Ute Schulz;6.861046/51.237053;None None;hearing_aids;;;
660467000;Casa Salento;6.861585/51.234877;Kˆlner Tor 35;cosmetics;;;
660467006;Bestattungen Vogt & Kamp;6.861627/51.235015;Kˆlner Tor 31;funeral_directors;;;
4733163441;Rewe;6.779188/51.237654;Nordstraﬂe 44;supermarket;;;
660467008;ƒnderungsschneiderei;6.861610/51.234955;Kˆlner Tor 33;tailor;;;
4733181399;None;6.787134/51.227579;None None;newsagent;;;
4733966955;Als KfZ Reparatur Werkstatt;6.777750/51.211664;None None;car_repair;;;
660467018;Fernsehen Herbertz;6.861414/51.235264;Kˆlner Tor 32;electronics;;;
4733977322;Lack & Beulendoktor;6.777758/51.211015;None None;car_repair;;;
4733981401;Love Nails;6.776852/51.210527;None None;beauty;;;
660467019;Optik Holthaus;6.861443/51.235167;Kˆlner Tor 34;optician;;;
660467023;Der Blumenladen;6.861643/51.235120;Kˆlner Tor 29;florist;;;
4733985834;Kiosk;6.776874/51.210469;None None;kiosk;;;
4733994195;Orchidee Kiosk;6.776508/51.211002;None None;kiosk;;;
660467035;Ihr Schneiderei Atelier - Joanna Kelch;6.861610/51.235806;None None;tailor;;;
660467036;Sensation of Art;6.861855/51.235703;None None;hairdresser;;;
4733996103;Kiosk;6.776500/51.211244;None None;kiosk;;;
660467037;einDruck hinterlassen;6.861985/51.235990;None None;clothes;;;
4733996221;Charmant;6.776499/51.211139;None None;clothes;;;
660467038;Coiffeur Hayo;6.863426/51.236047;None None;hairdresser;;;
4733999051;Hair Shop;6.776502/51.211326;None None;hairdresser;;;
660467051;Rosa Linde;6.861541/51.236452;Kˆlner Tor 10;decoration;;;
4734008121;Vampire Vape;6.776854/51.211717;None None;yes;;;
660467055;Kleiderkur;6.861734/51.236658;None None;laundry;;;
4734008552;Friedrich Hair;6.776863/51.211792;Friedrichstraﬂe 102;hairdresser;;;
660467057;Anastasia Boutique;6.861769/51.236592;Kˆlner Tor 7;clothes;;;
4734012275;INFINIBU;6.776853/51.211875;None None;books;;;
661041221;Edeka Steinert;6.787872/51.332610;Angermunder Straﬂe 40;supermarket;;;
4734016471;Glaserei Dekars;6.776540/51.212054;None None;glaziery;;;
4734018988;Go-Style;6.776529/51.211998;None None;beauty;;;
661041223;Kamps;6.788059/51.332692;None None;bakery;;;
4734021836;Antiquariat;6.776861/51.212011;None None;books;;;
663054796;Hausfreund;6.806243/51.229339;Ackerstraﬂe 155;clothes;;;
4734054000;Max Apel;6.734515/51.301398;Kaiserswerther Markt 21;books;;;
663861858;LIDL Flingern-S¸d;6.807822/51.219139;Fichtenstraﬂe 4;supermarket;;;
4734077334;Buchhandlung Lesezeit;6.735423/51.301353;Kaiserswerther Markt 31;books;;;
663861859;Kamps;6.809139/51.220575;Werdener Straﬂe 87;bakery;;;
3925373405;None;6.746733/51.231088;None None;dry_cleaning;;;
6875375509;NKD;6.814083/51.262575;Westfalenstraﬂe 31;clothes;;;
3925373406;None;6.746655/51.231052;None None;hairdresser;;;
3465409735;Prego;6.775453/51.224616;Kasernenstraﬂe 1;clothes;;;
6883315968;Anadolu Juwelier;6.874417/51.162278;Heubesstraﬂe 1;jewelry;;;
1506175788;Saturn;6.779767/51.222593;Kˆnigsallee 56;electronics;;;
3925389351;None;6.747213/51.231998;None None;hairdresser;;;
3467078406;Deta Schmuck;6.778484/51.234980;Kaiserstraﬂe 6;jewelry;;;
3926708257;Coiffeur Peters Zweithaar;6.784371/51.221017;Stresemannstraﬂe 16;hairdresser;;;
1506177929;Cartier;6.779537/51.222875;Steinstraﬂe 1;jewelry;;;
3936292802;None;6.779460/51.237247;Duisburger Straﬂe 2;vacant;;;
6906813034;tipico;6.801444/51.243986;Brehmstraﬂe 38;bookmaker;;;
3467078407;Reiseb¸ro Fr‰dtke;6.778443/51.235076;Kaiserstraﬂe 4;travel_agency;;;
1510095358;None;6.791881/51.234519;None None;tailor;;;
3469039161;Scotch & Soda;6.776470/51.225629;Neustraﬂe 42;clothes;;;
